stop_id,stop_skip_rate,stop_count
9022001003201001,0.0007358351729212656,4077
9022001003201002,0.0004830917874396135,2070
9022001003201003,0.0,2028
9022001003211001,0.0004911591355599214,2036
9022001003211002,0.00048520135856380397,2061
9022001003221001,0.0004938271604938272,2025
9022001003221002,0.0004952947003467063,2019
9022001003231001,0.0004928536224741252,2029
9022001003231002,0.001984126984126984,2016
9022001003231003,0.0,2
9022001003241001,0.000493339911198816,2027
9022001003242001,0.0024509803921568627,2040
9022001003251001,0.000493339911198816,2027
9022001003251002,0.003421309872922776,2046
9022001003261001,0.0004928536224741252,2029
9022001003261002,0.002007024586051179,1993
9022001003271002,0.0007383706620723603,4063
9022001003411001,0.0004885197850512946,2047
9022001003411002,0.0014713094654242277,2039
9022001003421001,0.0,2048
9022001003421002,0.0009940357852882703,2012
9022001003431001,0.0,2022
9022001003431002,0.0004918839153959665,2033
9022001003441001,0.0,2025
9022001003441002,0.0,2019
9022001003451001,0.0,2027
9022001003451002,0.0,2013
9022001003461001,0.0,2025
9022001003461002,0.0,2027
9022001003471001,0.0,2027
9022001003471002,0.0,1997
9022001003481002,0.0,4061
9022001004301001,0.025813692480359147,1782
9022001004301002,0.030689056166763172,1727
9022001004303001,0.030113636363636363,1760
9022001004303002,0.024458032240133407,1799
9022001004305001,0.005047672462142457,1783
9022001004305002,0.0078125,1792
9022001004307001,0.0033130866924351186,1811
9022001004307002,0.005592841163310962,1788
9022001004309001,0.003355704697986577,1788
9022001004309002,0.006734006734006734,1782
9022001004311001,0.004986149584487534,1805
9022001004311002,0.0056657223796034,1765
9022001004313001,0.00775623268698061,1805
9022001004313002,0.006145251396648044,1790
9022001004315001,0.004429678848283499,1806
9022001004315002,0.009101251422070534,1758
9022001004317001,0.00824014125956445,1699
9022001004317002,0.008201523140011716,1707
9022001004318001,0.008244994110718492,1698
9022001004319001,0.008228034087569792,3403
9022001004501001,0.0,2296
9022001004501002,0.0017050298380221654,2346
9022001004503001,0.0,2277
9022001004503002,0.001697792869269949,2356
9022001004505001,0.0,2284
9022001004505002,0.0017271157167530224,2316
9022001004507001,0.0,2261
9022001004507002,0.0017263703064307294,2317
9022001004509001,0.0,2266
9022001004509002,0.001736111111111111,2304
9022001004511001,0.0,2272
9022001004511002,0.0008733624454148472,2290
9022001004513001,0.00043402777777777775,2304
9022001004513002,0.0012620950778291964,2377
9022001004515001,0.00043975373790677223,2274
9022001004515002,0.000847816871555744,2359
9022001004517001,0.0008830022075055188,2265
9022001004517002,0.0013169446883230904,2278
9022001004519001,0.000882223202470225,2267
9022001004519002,0.0012755102040816326,2352
9022001004521001,0.00044014084507042255,2272
9022001004521002,0.0012964563526361278,2314
9022001004523001,0.0,2316
9022001004523002,0.001293103448275862,2320
9022001004523003,0.0,2147
9022001004525001,0.0,3422
9022001004525002,0.0005873715124816446,3405
9022001004527001,0.0004432624113475177,2256
9022001004527002,0.0017072129748186087,2343
9022001004529001,0.0004434589800443459,2255
9022001004529002,0.003044802087864289,2299
9022001004531001,0.0004415011037527594,2265
9022001004531002,0.0021645021645021645,2310
